owner_org,d_fiscal_year,total
cas-satj,2017-2018,400000
cas-satj,2018-2019,330047.17
cer-rec,2017-2018,84957.69584218915
cer-rec,2018-2019,76582.77413170121
cic,2017-2018,23899.5
hc-sc,2017-2018,25000
hc-sc,2018-2019,298880
hc-sc,2019-2020,129950
nrc-cnrc,2018-2019,99921.82050207276
nrc-cnrc,2019-2020,102873.62949792724
nrc-cnrc,2020-2021,0
oic-ci,2018-2019,16231.32
phac-aspc,2017-2018,18183.19
phac-aspc,2018-2019,26086.216216216217
phac-aspc,2019-2020,223953.7837837838
pwgsc-tpsgc,2019-2020,1187918.7786340783
pwgsc-tpsgc,2020-2021,463494.1213659217
statcan,2019-2020,861000
swc-cfc,2017-2018,11853.448275862069
swc-cfc,2018-2019,13146.551724137931
tbs-sct,2017-2018,503928.02
tbs-sct,2018-2019,503928.02
tbs-sct,2019-2020,38657.49194520548
