d_vendor_name,overall_total
ORACLE CANADA,20778243.423850082
SAS INSTITUTE,19975517.607890412
TRANSCONTINENTAL PRINTING,16418388.800000003
MICROSOFT CANADA,12387777.987811714
NORTHERN MICRO,7140533.28
CANADIAN CORPS OF COMMISSIONAIRES,6030816.904568493
VMWARE,1767023.5084931506
TEKSYSTEMS CANADA,1597363.48
STAPLES ADVANTAGE DIVISION OF CORPORATE EXP,1525820.29
SAP,1452897.8164420484
OPENTEXT,1316282.3210187668
GARTNER,1312971.0188219177
ESRI,1238905.9452369828
TRANSPOLAR TECHNOLOGY,1195639.8283561645
METAFLOW OTTAWA ON,1186500
ABI ADVANCED BUSINESS INTERIORS OTTAWA,1055515.14
THE AIM GROUP,1002649
LIONBRIDGE,989000
TERANET TORONTO ON,983100.0000000001
THE MASHA KRUPP TRANSLATION GROUP,971800.0000000001
LES TRADUCTIONS TESSIER S C C GATINEAU QC,903000.0000000001
IBM CANADA,893623.0206709168
FUJITSU,878010
FLEXERA SOFTWARE,848178.06
CANON,810210
FEAST INTERACTIVE,786169.2499999999
CONEXSYS,777320.56
ISO LANGUES,774694.7916666666
NISHA TECHONOLOGIES,771176.86
TRM TECHNOLOGIES,758230
FACTIVA,746057.6399999999
TRADUCTIONS SERGE BELAIR,735000
CORADIX TECHNOLOGY CONSULTING,710848.2831325302
CARAHSOFT TECHNOLOGY RESTON VA,689421.71
HYPERTEC SYSTEMES HYPERTEC SYSTEMS INC,680194.6
ECOLE DE LANGUES LA CITE,680000
IPSS,662770.1393495935
CONOSCENTI TECHNOLOGIES,624054.8835616438
LATITUDE GEOGRAPHICS GROUP VICTORIA BC,607424.7456074767
INSA,583619.7730188679
ECLIPSYS SOLUTIONS,546145.8161312336
BEYOND 20 20,540931
GENESIS INTEGRATION,515496.33
AGILITY LOGISTICS MISSISSAUGA ON,488463.99
APPLIED ELECTONICS,485359.67
ECOLE CREUSOT GATINEAU QUE,465000
GILMORE REPRODUCTIONS,462621.64999999997
TEKNION,462267.1084042553
GAMBIT IT SOLUTIONS OTTAWA ON,442515.32
BIO LYNX SCIENTIFIC EQUIPMENT,414393.60000000003
WESTAT,410619.19
BLOOMBERG FINANCE L P,407119.07892340346
MACDONALD DETTWILER AND ASSOCIATES,406081.9118181818
AVANT SYSTEMS GROUP MANITOBA,385494.6583695652
NEWS CANADA FIFTH STORY,372340.65
TECHSOLCOM IT GROUP R3D CONSEIL,369220.72
UBIQUS OTTAWA,367250
TOTEM OFFISOURCE,367142.36
TERANET TORONTO 0N,339000
ASOKAN BUSINESS INTERIORS,325833.02
HYLAND SOFTWARE WESTLAKE OH USA,325356.84
ACTIGRAPH,318424.18
TRICO PACKAGING PRINT SOLUTIONS,317593.27999999997
SAMSON ET ASSOCIES,316490.39999999997
EXCEL HUMAN RESOURCES,314516.11
NUA OFFICE VAUDREUIL DORION QUE,313761.45
SOFTCHOICE,303291.86606695445
PRICEWATERHOUSE COOPERS,290975
HYLAND SOFTWARE,290462.12
DESCHAMPS IMPRESSION,285774.24
INFO TECH RESEARCH GROUP,284282.01
APPAREL TRIMMINGS,283380.27
6175015 CANADA,282500
GILMORE PRINTING SERVICES KANATA ON,274642.22000000003
DELOITTE AND TOUCHE,273814.3704301075
FERENCE COMPANY CONSULTING VANCOUVER,271200
KIFINTI,269774.83
ELSEVIER,269754.83593819686
CORNERSTONE GROUP OF COMPANIES,268187.9617808219
OPTIV CANADA,258772.4
QMR,257550.03
ERNST YOUNG,237735.05
MJS BIOLYNX,236191.47
AUTOMIC CANADA LOGICIELS,233571
INFRAGISTICS,233278.1801369863
GRAYBRIDGE INTERNATIONAL CONSULTING,232847.8
GROUPE LACASSE SAINT PIE QUE,225546.65999999997
KONICA MINOLTA BUSINESS SOLUTIONS CDA,225458.9339736842
CDW CANADA,224466.03
MARKIDO OTTAWA ON,220350
SPACESAVERCCS AND NIMBLE INFORMATION STRATE,214919.23
PITNEY BOWES,209669.15
LOWE MARTIN COMPANY OTTAWA ON,204702.57
TPG TECHNOLOGY CONSULTANTS,202665.5
CAPITAL OFFICE INTERIORS,199663.6
MCGILL UNIVERSITY CHEMICAL ENGINEERING DEPT,197750
RYDER MATERIAL HANDLING,194793.8
J D POWER AND ASSOCIATES,193446.96
BELL CANADA OTTAWA ON,192799.97999999998
FIS,190165.06849315067
