owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfatd-maecd,2019-2020,28.82,28.16
dfatd-maecd,2020-2021,10517.28,10015.83
dfatd-maecd,2021-2022,20163.62,18488.57
dfatd-maecd,2022-2023,29.61,26.20
dnd-mdn,2017-2018,1255755.44,1293772.28
dnd-mdn,2018-2019,476880.71,484017.70
dnd-mdn,2019-2020,926468.67,918577.57
dnd-mdn,2020-2021,941696.51,896631.99
dnd-mdn,2021-2022,956658.98,888275.43
dnd-mdn,2022-2023,1318356.11,1180005.53
