d_vendor_name,overall_total
SKILLSOFT CANADA,3817361.486977334
DESIRE2LEARN,2147848.2614555256
THOMAS SCHMIDT,1445631.61
NISHA TECHONOLOGIES,1158082.0708383233
SABA,1037857.1556313992
NORTHERN MICRO,993253.46
IBM CANADA,968211.2566666667
TAG HR,967096.3160891442
SI SYSTEMS,894502.5600000002
INSIGHTS LEARNING DEVELOPMENT,787765.37
KPMG,639927.2371593091
IMPRIMERIE DU PROGRES,455301
6250424 CANADA,439160.83860759495
ADVANCED CHIPPEWA TECHNOLOGIES,435951.79
SOLOTECH,429509.68
QMR,406605.8635864593
EBSCO CANADA,393973.7648620294
TELECOM COMPUTER SERVICES,388114.44
VERSATIL BPI,388070.77355189226
SANDBOX LA BOITE A FILMS,372821.93459915614
APPLIED ELECTONICS,354500.5138053097
SHARP ELECTRONICS,349615.1928083181
MAXSYS STAFFING AND CONSULTING,334296.29179331305
ADVANCED BUSINESS INTERIORS,285809.97
TELUS CANADA,278696.75492957747
MICROSOFT CANADA,264751.4282714118
JWB CLEMENS CONSULTING,263742
COLLABORATEVIDEO,251181.10960757782
PROSCI CANADA,177334.11000000002
TURTLE ISLAND STAFFING,174205.6816467066
REDWOOD PERFORMANCE GROUP,173572.29
MAPLESOFT CONSULTING,171510.3488372093
LIXAR I T,169500
FRISCHKORN AUDIO VISUAL,169265.03
ENTREPRISE DE COMMUNICATIONS TANK,168680.76
CDW CANADA,159299.04
SIMPLEX GRINNELL,156415.41377132028
TOTEM OFFISOURCE,145363.34
4FORWARD,138040.8
AVI SPL CANADA,136994.61000000002
SOFTCHOICE,132622.21698630138
EKOS RESEARCH ASSOCIATES,128422.04
PROXIMIFY,128029
STARSHIP LOGISTICS,123239.14794732766
PHASELOCK SYSTEMS INT L,121319.99
SAMSON ASSOCIATES CPA CONSULTING SERVICES,116087.26
SAMSON ASSOCIATES CPA CONSULTIN,113348.84
SPEEDY MESSENGER SERVICE,112669.26829268293
INTEGRATED LEARNING INTERNATIONAL,109433.5
CARBON COPY DIGITAL,107985.6882168926
SAMSON ASSOCIATES CPA CONSULTING,106242.38
THE CONFERENCE BOARD OF CANADA,105867.39539052497
SKILLSOFT,105202.99999999999
NOVA NETWORKS,102688.41
ASOKAN BUSINESS INTERIORS,102658.67
QUINTET CONSULTING,102416.96
AC FINAL MILE,100701.90296853625
DELOITTE AND TOUCHE,99149.45
GLOBAL AUDIO VISUEL,96004.8
MNP,93790
ESSI SYSTEMS,93423.34
VUBIZ,92616.99184981686
BERTEIG CONSULTING,90082.19553424657
WECLOUDDATA,90082.19553424657
9553053 CANADA,90082.19178082192
GROUPE EDGENDA,90082.19178082192
XEROX,88817.11593235121
LES SYSTEMES ET SERVICES D INTERPRETATION LMB,88051.97
"NATTIQ",86853.28467153285
ECOLE DE LANGUES EAGLE,86112.85587748048
ECOLE DE LANGUES ABCE,85605.35984378878
TRM TECHNOLOGIES,84750
INTEGRA NETWORKS,83426.32
DYNAMIC PERSONNEL CONSULTANTS,81359.88
MAX DIGITAL BROADCASTING,81021
ERNST YOUNG,80761.13830508475
HABITATSEVEN,79732.8
GILMORE REPRODUCTIONS,78200
IBISKA TELECOM,77292
6175015 CANADA,77229.09779151944
CARBONGRAPHICS GROUP,74201.83266932271
TEKNION,69966.84999999999
GRAYBRIDGE INTERNATIONAL CONSULTING,66711.35
GARTNER,66617.13876712328
CALIAN,59528.4
3627730 CANADA,58928.45
BEHAVIOURAL INSIGHTS CANADA,58805.2
PROMAXIS,58672.240000000005
UNIVERSITE DE SAINT BONIFACE,58502.914391408114
HART WILLIAM,56366.74528301887
CODE 4 CANADA,56301.36986301369
LIGHTHOUSE LABS,52547.94520547945
INNOCRAFT,52272.159999999996
MOORE CANADA,50880
GETTY IMAGES CANADA,49345.68493150685
RHEA,49289.65
TALENTCOR,48986.75999999999
GELDER GINGRAS ASSOCIATES,48251
CSDC SYSTEMS,47415.514656791915
ECLIPSYS SOLUTIONS,44599.338219178084
