d_vendor_name,overall_total
ALTIS HUMAN RESOURCES,907408.6089773468
PAUKTUUTIT INUIT WOMEN OF CANADA,789342.4947584033
EXCEL HUMAN RESOURCES,652016.8205034849
THE UNIVERSITY OF WESTERN ONTARIO,620296.5564498937
ST PAUL S FOUNDATION OF VANCOUVER,527472.6544966443
CORCAN,469080
ZYCOM,361368.849513382
BELL CANADA,287287.17
QMR,286631.11
CBCI TELECOM COM,270915.48
SAMSON AND ASSOCIATES,266193.783103122
UBIQUS OTTAWA,250205.47945205477
N12 CONSULTING,235346.09881081083
FOREST COMMUNICATIONS,226633.36163934428
ONTARIO FEDERATION OF INDIGENOUS FRIENDSHIP CENTRES,217560.27035135136
PURESPIRIT SOLUTIONS,194840.19
CBCI TELECOM,184656.7270474138
HEWLETT PACKARD,165394.5240547945
THE SOCIAL RESEARCH AND DEMONSTRATION,149687.923
BRECKENHILL,142094.22999999998
ST MARY S UNIVERSITY,142063.1976309227
TARGET MARKETING COMMUNICATIONS,140120
NORTHERN MICRO,132400.22
LIONBRIDGE,126489.89898989898
QUINTESSENTIAL RESEARCH GROUP,124923.34691943128
ADVANCED CHIPPEWA TECHNOLOGIES,118189.76945205481
GARTNER,115380.71999999999
COVENANT HOUSE TORONTO,112792.93468493152
MAPLESOFT CONSULTING,105678.23999999999
ACTION PERSONNEL OF OTTAWA HULL,105534.12000000001
CONVERSART CONSULTING,104328
SOPHIA KOUKOUI,95561.47
CALIAN,89244.60488454708
BLACKBERRY,81371.55298630137
KASSIS MARIE PAULE,81301.3698630137
UNIVERSITE DU QUEBEC A MONTREAL,79786.67356682711
GRAND AND TOY,77728.92
EGALE CANADA HUMAN RIGHTS TRUST,77051.19714285714
MICROSOFT CANADA,76248.66505796915
MISHKUMI TECHNOLOGIES,72395.28
SOFTCHOICE,71186.42620689655
EPSILON CONSULTING MANAGEMENT GROUP,64777.762225498496
OPENCONCEPT CONSULTING,64776
COMMUNITY BASED RESEARCH CENTRE,59132.82442748091
TOTEM,59015.74999999999
MEDIA ACTION,57487.5
RTG PROTECH,57487.5
JEANNOT TRUDEL,56500
THE UNIVERSITY OF CALGARY,54428.61583561644
DONNA CONA,52313.62999999999
XEROX,49662.67220711296
ALPHINAT,49134.82162561577
UNIVERSITY OF WESTERN ONTARIO,48995.56
HYPERTEC,48426.16
LAVAL UNIVERSITY,48335.92666210671
LLAMA COMMUNICATIONS,46371.03
BGIS,45014.66
CIANN L WILSON,44971.4
LEVERAGE TECHNOLOGY RESSOURCES,43883.549999999996
ELECTRONIC LANGUAGE COMMUNICATIONS,42590.89277777777
LARRASS TRANSLATIONS,40000
LES TRADUCTIONS ST FRANCOIS,40000
UNIVERSITY OF NEW BRUNSWICK,40000
SIMON FRASER UNIVERSITY,39999.75
SYSTEMSCOPE,39953.810000000005
MAXSYS STAFFING CONSULTING,39881.96
ELIZABETH MCGREGOR,39621
MANVITHA SINGAMSETTY,39550
SEX INFORMATION AND EDUCATION COUNCIL OF CANADA,39500
IDS SYSTEMS CONSULTANTS,39091.5
CHANTAL MAILLE,39060
SERVICES LINGUISTIQUES VERSACOM,39000
MARIE PAULE KASSIS,37500.01
TRADUCTIONS HOULE,37500.01
LYNDA NAVEDA CONSULTING,37290
ASSOCIATION FOR CANADIAN STUDIES,37000
PARRIAG GROUP,36357.75
PRIORITY MANAGEMENT,35640.05
DISABLED WOMEN S NETWORK CANADA,34330.7
CARON TRAINING CENTRE,34006
ANTHONY MACAULEY ASSOCIATES CONSULTANTS,32513.739999999998
KNOWLEDGE CIRCLE LEARNING SERVICES,30658.95
SENSUS COMMUNICATION SOLUTIONS,30502.87
SDL INTERNATIONAL CANADA,30353.4
BHASIN CONSULTING,30107.634375
UNIVERSITY OF TORONTO ROTMAN SCHOOL OF MANAGEMENT,30000
NEWFOUND RECRUITING,29959.489999999998
CNW GROUP,29289.6
LAURIER COMPUTERS,27645.87
C L A PERSONNEL,26968.82
PHILOMINA OKEKE IHEJIRIKA,25750.44098360656
IMATICS,25264.455764587525
MEDIA Q,25000.000000000004
BRAND LIVE MANAGEMENT GROUP,25000
H K COMMUNICATIONS,25000
L EXPRESSIVE,25000
POMP CIRCUMSTANCE,24995.6
LNW CONSULTANTS,24995.56
BARBARA PERSONNEL,24989.82
PATON ASSOCIATES MANAGEMENT CONSULTING,24985.5
